여기가 #@소속#이라 일반국민 행정 위주예요,"This is #@affiliation#, so it focuses on general public administration.",2
공직자는 다른 곳에 문의해야 하나요,Should public officials contact other sources?,2
#@소속# 쪽에서 더 자세히 알려 주실 거예요,#@Affiliation# will give you more details,2
#@소속#이요 어디로 연락하면 되나요,#@Affiliation# Where can I contact you?,2
지금 #@전번#으로 연결해 드릴게요,I'll connect you to #@phone number# now.,2
그렇게 해 주시면 감사하지요,I would appreciate it if you could do that.,2
끊지 말고 대기해 주세요 오늘도 고생하시구요 #@소속#였습니다,Please don't hang up and wait. You've worked hard today too. #@Affiliation#,2
혁신교육을 주도하겠습니다 #@소속#입니다,We will lead innovative education. #@Affiliation#,2
안녕하세요 오늘도 수고하십니다,"Hello, thank you for your hard work today.",2
선생님 무엇을 도와드릴까요,"Teacher, how may I help you?",2
학교급식비 지원계획서 확인하려구요 여기에 문의하는 거 맞나요,I want to check the school meal support plan. Is this the right place to ask?,2
선생님 죄송하지만요 저희는 #@소속#입니다,"I'm sorry, teacher, but we are #@affiliation#",2
여기는 교육비리나 교육문의 민원처리 부서입니다,This is the department that handles complaints about educational corruption and educational inquiries.,2
급식도 학교 내 문제니까 여기다 전화한 건데,I called here because the school lunch issue is also a school issue.,2
제가 #@소속#으로 안내해 드려도 될까요,Can I guide you to #@affiliation#?,2
번호 불러 주시면 제가 걸어야 하나요 귀찮은데,"If you call my number, should I call it? It's annoying.",2
급식 경비는 #@소속#인데 직접 거시지 않아도 됩니다,"Meal expenses are covered by #@affiliation#, but you don't have to pay for it yourself.",2
#@전번#으로 연결 중이니 끊지 말고 대기해 주세요,"#@Phone# is connecting, please wait without hanging up",2
대기해 달라구요 그렇군요 알았어요,"Please wait. Okay, I understand.",2
#@소속#으로 연결되셨어요 #@소속#였습니다,You were connected to #@Affiliation# It was #@Affiliation#,2
혹시 이백 이 번 버스의 노선도 알 수 있나요,Do you happen to know the route of the 200 bus?,2
출발지와 도착지 말씀해 주시면 지도 확인 후 안내해 드리고 있습니다,Please tell us your departure and arrival points and we will check the map and give you directions.,2
제가 내린 위치가 두계 삼거리입니다,The place I got off is Dugye Intersection,2
대전시 두계 삼거리가 맞습니까,Is this Daejeon City Dugye Intersection?,2
선생님 정말 죄송하지만 두계 삼거리로는 확인이 어렵습니다,"I'm really sorry, teacher, but it's difficult to confirm with Dugye Samgeori.",2
그러면 두계역은 확인이 가능한가요,"Then, can you confirm the two stations?",2
네 선생님 두계 삼거리나 두계역은 확인이 어렵습니다,"Yes, sir, it is difficult to confirm the location of Dugye Samgeori or Dugye Station.",2
확인할 수 있는 방법이 없나요,Is there any way to check?,2
죄송하지만 선생님 교통관련 #@소속# #@전번#에 문의하세요,"Sorry, but for transportation related questions, please contact #@affiliation# #@phone#",2
이쪽은 어떤 업무를 하는 곳인가요,What kind of work is done here?,2
버스 노선 확인이나 버스 정류장 위치를 알려 주는 센터입니다,This is a center that provides information on bus routes and bus stop locations.,2
네 번호가 #@전번#라는 거죠 감사합니다,Your number is #@phone# Thank you,2
네 업무 처리 잘 되시기 바라겠습니다,I hope your work goes well.,2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
다름이 아니라 어디서 상담을 해야 되는지 모르겠는데요,"The thing is, I don't know where to go for advice.",2
#@주소#에서 조성을 하고 그걸 관여하는 부서라든지요,#@Address# is the department that is responsible for organizing it.,2
아니면 그런 거를 담당하는 부서 같은 게 혹시 어디 과가 있을까요,Or is there a department or something that handles that kind of thing?,2
그걸 정부와 해당 지방에서 지원을 해줘서 건설하는 거거든요,It is being built with support from the government and the local government.,2
군청에는 문의를 먼저 해 보셨습니까 선생님,"Have you tried contacting the county office first, sir?",2
군청이요 군청은 안 해 봤는데 일단 도청으로 해 본 거예요,"It's military service. I haven't tried military service, but I tried wiretapping.",2
버섯마을 조성이라고 하셨는데 이 부분에 대한 어떤 문의이십니까,You mentioned the creation of a mushroom village. Do you have any questions about this?,2
선생님 지원금 관련 문의십니까,"Teacher, are you inquiring about the scholarship?",2
지원금에 관련된 거고 버섯을 재배하는 그런 겁니다,It's about grants and growing mushrooms and stuff.,2
아무튼 건설 사업 관련된 거를 할려고 하는 거거든요,"Anyway, I'm planning to do something related to construction business.",2
제가 업무 내용 확인 후에 안내해 드리겠습니다,I will let you know after I check the work details.,2
잠시만 기다려 주시겠습니까,Could you please wait a moment?,2
네 기다리고 있겠습니다 확인하시고 알려 주세요,"Yes, I will wait. Please check and let me know.",2
네 선생님 기다려 주셔서 감사합니다,"Yes, thank you for waiting, teacher.",2
제가 업무 내용 확인해 보니 버섯마을 조성 관련해서는요,I checked the job description and it's related to the creation of a mushroom village.,2
따로 담당자가 확인은 어렵습니다,It is difficult for a separate person in charge to confirm,2
농촌지역에 체험마을 관련이나 아니시면요,If you are in a rural area and have experience with the village or not,2
마을 가꾸기 관련해서 담당 부서가 나뉘는 것으로 확인됩니다,It has been confirmed that the departments in charge of village development are divided.,2
네 그렇게 담당 부서로 연결해 주세요,"Yes, please connect me to the department in charge.",2
네 거기서 덕산에 경유되는 곳은 없나요,"Yes, is there no place that goes through Deoksan?",2
제가 경유지 한 번 확인 후 안내해 드리겠습니다,I will check the transit point and then guide you.,2
네 기다리고 있겠습니다,"Yes, I will wait.",2
네 선생님 오래 기다리게 해 드려 정말 죄송합니다,"Yes, sir, I am very sorry for keeping you waiting for so long.",2
저희 쪽에서는 경유지 확인은 어려웠습니다,It was difficult for us to confirm the transit point.,2
그래요 경유지 확인은 어렵습니까,"Yes, is it difficult to check the transit point?",2
네 선생님께서 출발하실 천안 터미널에 문의해 보세요,"Yes, please inquire at the Cheonan terminal where your teacher will depart from.",2
제가 천안 터미널 번호 안내해 드리겠습니다,I will tell you the Cheonan terminal number.,2
네 번호 불러 주시면 메모하겠습니다,Please call my number and I will take note of it.,2
네 지역번호 포함해서 #@전번#입니다,"Yes, it's #@phone number# including your area code.",2
네 지역번호 포함 #@전번#이라는 거죠,"Yes, it's #@phone number# including your area code.",2
이쪽으로 문의하면 알려 준다는 거죠,"If you ask here, they will tell you.",2
네 경유지 확인은 천안 터미널에 직접 해 주셔야 합니다,"Yes, you must check your transit point directly at Cheonan Terminal.",2
친절히 알려 주셔서 고맙습니다,Thank you for your kind information,2
네 제가 더 감사합니다 안전한 길찾기 되시길 바랍니다,"Yes, I appreciate it more. I hope you find a safe path.",2
이상 #@소속# 콜센터 #@이름#이였습니다,Above was #@Affiliation# Call Center #@Name#,2
선생님 #@소속# 복지정책과담당자분 확인 후 연결해드릴까요,Teacher #@Affiliation# Shall I connect you with the person in charge of welfare policy after checking?,2
네 그 부서와 통화하고 싶어요,"Yes, I would like to speak to that department.",2
근데 왜 이렇게 힘들게 해요,But why are you making it so hard?,1
바로 바로 연결하면 되지,Just connect it right away,1
죄송합니다 제가 복지정책과에요,"Sorry, I'm in the welfare policy department.",2
아니 나도 청와대 갈 수 있어,"No, I can go to the Blue House too",0
그 문재인 대통령 내가 뵐 수 있다고요,I can meet President Moon Jae-in.,1
이게 전국적인 얘기야 이게 잘못된거야,"This is a national story, this is wrong",0
관행이라 지금 이것 좀 법적으로 시정해달라 이거에요,"This is a custom, so I want this to be legally corrected now.",1
제가 담당자와 연결해드리겠습니다,I will connect you with the person in charge.,2
네 사회복지과 좀 부탁해요,"Yes, please ask the social welfare department.",2
제가 복지정책과로 연결하겠습니다,I will connect you with the welfare policy department.,2
추후 같은 민원시 시군청에 문의해주세요,"If you have any similar complaints in the future, please contact your local city/county office.",2
네 시군청으로 문의하도록 하겠습니다,I will contact your city or county office.,2
연결 부탁 드리겠습니다,Please connect me,2
반갑습니다 #@소속# #@이름#입니다 무엇을 도와드릴까요,"Nice to meet you, I'm #@Affiliation# #@Name# How may I help you?",2
네 여기 김포시 #@주소#인데요,"Yes, this is Gimpo City #@Address#",2
도로 토사랑 잡석으로 운전을 할 수가 없어요,I can't drive because of the dirt and rubble on the road.,2
그러십니까 이 부분 #@소속# 도로관리과에 문의 주셔야 하는데요,Is that so? You should contact the Road Management Department for this part #@affiliation#,2
거기로 전화 연결 지금 됩니까,Can you connect the call there now?,2
네 연결해 드릴 수 있습니다,"Yes, I can connect you.",2
그럼 지금 연결해 주시구요 전화번호도 문자로 넣어 주시겠어요,Then please connect now and send me your phone number as a text message.,2
네 연결해 드리겠습니다 바로 말씀하시면 되시구요,"Yes, I'll connect you. Just tell me.",2
전화번호 따로 문자로 넣어 드리겠습니다,I will send you my phone number in a separate text message.,2
네 감사합니다 수고하세요,"Yes, thank you. Thank you for your hard work.",2
네 업무 처리 잘되시기 바랍니다,I hope your work goes well.,2
선생님 이백이 번 버스의 회사 번호 확인 후 안내해 드리겠습니다,"Teacher, I will check the company number of the second-hand bus and then guide you.",2
네 기다리고 있을게요,"Yes, I'll be waiting.",2
선생님 기다려 주셔서 감사합니다,"Thank you for waiting, teacher.",2
대전의 이백이 번 버스의 회사는 #@소속#으로 확인됩니다,The company of the Daejeon 200-Yi bus is identified as #@affiliation#,2
이백이 번 버스가 #@소속# 교통 버스 맞습니까,Is this 200-year-old bus #@affiliation# transportation bus?,2
네 산과 바다할 때 산 #@소속# 교통입니다,"Yes, when you say mountains and seas, it's #@affiliation# traffic",2
그러니까 #@소속#가 맞습니까 전화번호는 어떻게 되나요,So is #@affiliation# correct? What is your phone number?,2
네 맞습니다 메모 가능하십니까,"Yes, that's right. Can you take notes?",2
네 메모 가능합니다,"Yes, you can take notes",2
#@소속#의 전화번호는 #@전번#입니다,#@Affiliation#'s phone number is #@Phone#,2
반갑습니다 #@소속# 콜센터 #@이름#입니다 무엇을 도와드릴까요,"Hello, this is #@Affiliation# Call Center #@Name# How may I help you?",2
네 수고하십니다 천안 터미널에서 충북 덕산 가는 차가 있나요,"Yes, thank you for your hard work. Is there a bus from Cheonan Terminal to Deoksan, Chungbuk?",2
선생님 지금 계신 곳이 충북 덕산이십니까,"Teacher, are you currently in Deoksan, Chungcheongbuk-do?",2
네 충북 덕산이 맞습니다,"Yes, that's right, Deoksan, Chungcheongbuk-do",2
천안 터미널에서 충북 덕산으로 시외 버스 이용하시는 경로이십니까,"Are you taking an intercity bus from Cheonan Terminal to Deoksan, Chungcheongbuk-do?",2
네 시외 버스 경로 맞아요,"Yes, that's the intercity bus route.",2
네 확인 후 안내해 드리겠습니다 잠시만 기다려 주시겠습니까,"Yes, I will check and inform you. Could you please wait a moment?",2
네 기다리고 있겠습니다,"Yes, I will wait.",2
네 선생님 기다려 주셔서 감사합니다,"Yes, thank you for waiting, teacher.",2
천안 터미널에서 충북 진천 종합 터미널로요,From Cheonan Terminal to Chungbuk Jincheon Integrated Terminal,2
이동하는 버스 시간 확인되어 안내해 드리겠습니다,We will confirm the bus schedule and inform you.,2
선생님 이용하실 시간대가 언제신가요,"Teacher, what time is your available time?",2
지금 이후로 그냥 거기가 몇 시간 있나요,How many hours are there from now on?,2
정확한 시간을 알려 주셔야 안내해 드릴 수 있습니다,Please let me know the exact time so I can guide you.,2
그럼 시간 몇 분 타임 차로 있나요,Then how many minutes is the time difference?,2
제가 확인해 보니 한두 시간 정도 간격이 있습니다,I checked and there is a gap of about one or two hours,2
네 확인 감사합니다 거기가 지금 김천으로 바로 가는 거밖에 없지요,"Yes, thank you for checking. There is no other way to go than to Gimcheon right now.",2
네 맞습니다 천안 터미널에서 김천 종합 터미널로 이동하는 경로입니다,"Yes, that's right. It's the route from Cheonan Terminal to Gimcheon Integrated Terminal.",2
#@지역#을 가려고 하는데 광천터미널 첫 차가 어떻게 되나요,"I'm trying to go to #@region#, but what happens when the first bus leaves from Gwangcheon Terminal?",2
네 선생님 저희 쪽에서는 여섯 시 삼십 분이 첫 차가 확인됩니다,"Yes sir, from our side, the first train is confirmed at 6:30",2
얼마예요 요금은 일반이요,How much is it? The rates are standard.,2
일반 요금이 육천칠백 원으로 확인됩니다,"The general rate is confirmed to be 6,700 won",2
그럼 죄송한데 만약에 #@주소#에서 얼마나 가야 되는 거예요,"Excuse me, how far should I go from #@address#?",2
#@주소#에서 #@주소#까지 제가 다시 한 번 확인 후 안내해 드리겠습니다,I will check again and guide you from #@Address# to #@Address#.,2
다시 한 번 확인 후 안내해 드리겠습니다,I will check again and let you know.,2
보니까 #@주소#에서 #@주소#까지 시내 버스를 이용하실 경우에는요,"If you take the city bus from #@Address# to #@Address#,",2
약 오십 분 소요로 확인됩니다,It is confirmed to take about fifty minutes.,2
오십 분이요 #@주소#인데요,It's fifty minutes #@Address#,2
예 선생님 약 십사키로로 오십 분 소요로 확인됩니다,"Yes, sir. It is confirmed to take about 50 minutes to get there.",2
또한 태안에서 #@주소# 가는 버스가 확인이 어렵습니다,"Also, it is difficult to confirm the bus from Taean to #@address#",2
다시 #@주소#까지 가는 버스가 있는지 확인하시면 좋을 듯싶습니다,I think it would be a good idea to check again if there is a bus going to #@address#,2
이거 안 되겠네요 너무 멀어가지고 그쵸,"This won't work, it's too far away, right?",2
공영버스터미널 전화번호 혹시 확인 후 안내해 드릴까요,Could you please confirm the public bus terminal phone number and let me know?,2
네 그렇게 해주시면 고맙죠,"Yes, I would appreciate it if you could do that.",2
#@소속# 전화번호는 #@번호#번으로 확인됩니다,#@Affiliation# Your phone number is verified as #@number#,2
거긴 전화를 안 받아요,They don't answer the phone there.,2
그러셨습니까 제가 다른 번호도 확인해 보려 했으나 #@번호#로 확인됩니다,"Is that so? I tried checking other numbers too, but it is confirmed as #@number#",2
예 하는 수 없네요 알겠습니다,"Yes, I can't. Okay, I understand.",2
#@소속# 취학 아동 담당자입니다 무엇을 도와드릴까요,#@Affiliation# I am in charge of school-age children. How may I help you?,2
안녕하세요 내년에 초등 학교 취학 대상자를 둔 학부모입니다,"Hello, I am a parent of a child who will be entering elementary school next year.",2
그러세요 어떤 건으로 문의 주셨나요,"So, what is your inquiry?",2
아이가 조금 아파서요 대안 학교에 보내려고 해요,"My child is a little sick, so I'm thinking of sending him to an alternative school.",2
일반 학교가 아닌 다른 교육을 받았으면 좋겠어요,I wish I had received an education other than regular school.,2
대안 학교 입학 절차가 어떻게 되나요,What is the alternative school admission process?,2
선생님께서는 자녀 분을 대안 학교에 입학시키고 싶으신 거지요,The teacher wants to enroll his child in an alternative school.,2
학교 이름과 선생님 성함 알려주시면 제가 알아봐드릴게요,"If you tell me the name of your school and the name of your teacher, I will look into it for you.",2
얼마나 기다려야 하나요,How long do I have to wait,2
이틀 안에 답변 드릴게요,I will reply within two days.,2
당장 내일 안에 처리 해야 하는데요,I need to take care of it by tomorrow.,2
.그러시면 #@전번# #@소속#으로 문의주시면 답해주실 거에요,". Then, please contact #@Phone# #@Affiliation# and we will respond.",2
#@전번#이요 알겠습니다 끊을게요,"#@Phone# Okay, I'll hang up.",2
감사합니다 #@소속# 였습니다 좋은 하루 되세요,Thank you #@affiliation# Have a nice day,2
반갑습니다 #@소속# 콜센터 #@이름#입니다 무엇을 도와드릴까요,"Hello, this is #@Affiliation# Call Center #@Name# How may I help you?",2
여보세요 말씀 좀 여쭤볼게요,"Hello, I have a question for you.",2
버스에 가방을 놓고 왔는데 어떻게 찾아야 돼요,I left my bag on the bus. How do I find it?,2
버스 회사 쪽으로 전화하셔서 찾아야 합니다,You need to call the bus company and find out.,2
버스 회사 전화번호는 어떻게 알 수 있나요,How do I find out the bus company's phone number?,2
이용하신 버스가 시내버스이십니까 시외버스이십니까,Is the bus you took a city bus or an intercity bus?,2
제가 이용한 버스는 시내버스입니다,The bus I used was a city bus.,2
어느 지역의 시내버스이십니까,Which city bus is this?,2
대전 서구 #@주소# 쪽에서요,From Daejeon Seo-gu #@Address#,2
이백이 번타고 내렸는데 거기다 가방을 놓고 왔어요,I got off at Baekdu Station and left my bag there.,2
그럼 신청하는 거는 직접 가서 해야 되나요,"Then, do I have to go in person to apply?",2
직접 방문과 사이트에서 신청할 수 있는 방법이 있습니다,There are two ways to apply: by visiting in person or by applying on the website.,2
어떤 방법을 원하시나요,Which method would you like?,2
어디 싸이트 들어가서 신청할 수 있는 건가요,Where can I go to apply?,2
방문 신청도 있고 홈페이지로 신청도 가능합니다,You can apply in person or through the website.,2
어느 홈페이지는 어디서 봐야 되나요,Which website should I look at?,2
#@소속# 홈페이지는 현재 #@소속# 홈페이지 접속하셔서요,#@Affiliation# homepage is currently accessed by visiting the #@Affiliation# homepage,2
그 부속 기관 클릭하시고 #@소속#으로 접속을 하시면 됩니다,Click on the affiliated organization and connect with #@affiliation#,2
#@소속# 홈페이지에서 #@소속#이요,"#@Affiliation# On the homepage, it's #@Affiliation#",2
네 부속 기관을 클릭하시면 평생교육원란이 있습니다,"If you click on the four affiliated organizations, there is a column for lifelong education.",2
이거 클릭하셔서 확인 가능합니다,You can check by clicking this,2
네 알겠습니다 확인했습니다,"Yes, I understand. I have checked.",2
네 혹시 다른 문의사항 있으십니까,"Yes, do you have any other questions?",2
네 그러면 수업은 도청에서 하는 건가요,"Okay, so the classes are held in the auditorium?",2
네 도청 별관에서 수업이 이루어집니다,"Yes, classes are held in the annex of the wiretapping building.",2
그 비용은 얼마인지 알 수 있나요,Can you tell me how much it costs?,2
비용은 그 과목마다 다를 수 있습니다,Costs may vary depending on the subject.,2
네 알겠습니다 확인해 보겠습니다,"Okay, I understand. I'll check.",2
네 무더운 날씨 건강 유의하세요 #@소속# 콜센터 #@이름#였습니다,"Yes, take care of your health in this hot weather #@Affiliation# Call Center #@Name#",2
전화 받았습니다 먼저 면사무소와 군청에 여러 번 문의를 하셨고요,"I received a phone call. First, I made several inquiries to the county office and the county office.",2
해결이 되지 않아서 저희 쪽으로 전화를 주신 민원인이 있습니다,There are people who have called us because their problem has not been resolved.,2
그 민원인께서 연락을 받기를 원하세요 민원을 넣었는데도요,The complainant wants to be contacted even though he filed a complaint.,2
마땅한 해결이 되지 않으셨다고 합니다,I heard that there was no proper solution.,2
그 부분이 해결이 되지 않았다고요 답변을 받지 못했다는 말씀이신가요,Are you saying that part wasn't resolved and you didn't get an answer?,2
네 맞습니다 답변을 받지 못하셨습니다,"Yes, that's right, you didn't get an answer.",2
저희 군에 답변을 해 주라고 지금 재차 요구하시는 거죠,You are now again asking our military to respond.,2
네 #@소속#에서 답변을 요구하십니다,"Yes, I would like to request a response from #@affiliation#",2
이 부분에 대해서 그럼 담당자를 찾아봐야 될 것 같은데요,I think I'll have to find the person in charge for this part.,2
제가 요 부분을 잘 몰라서요,I don't know much about this part,2
혹시라도 그러시면요 복지과 있지 않으십니까,"If that's the case, isn't there a welfare department?",2
수해 피해 관련 부서에 내용 전달을 부탁 좀 드려도 될까요,Could you please pass this information on to the flood damage department?,2
직원하고 한 번 통화를 해봐야 될 것 같은데요,I think I need to talk to the staff.,2
어떤 민원인지 그렇게 해 보고 전화드려도 될까요,Can I call you back and tell you what kind of complaint it is?,2
네 다시 연락을 주시면 감사하겠습니다,"Yes, please contact me again.",2
전화번호가 몇 번이시죠,What is your phone number?,2
저희는 #@전번#입니다 되었나요,"We are #@phone number#, is it okay?",2
성함은 어떻게 되시나요,What is your name?,2
제 이름은 #@이름# 상담사이고 선생님 성함은 어떻게 되시나요,My name is counselor #@name# and what is your name?,2
네 저는 #@이름#입니다 연락드릴게요,"Yes, I am #@name#. I will contact you.",2
반갑습니다#@소속# #@이름#입니다,Nice to meet you #@Affiliation# #@Name#,2
안녕하세요 #@소속#콜센터 #@이름#입니다,"Hello, this is #@Affiliation#Call Center #@Name#",2
네 안녕하세요 무슨 일이십니까,"Hello, what's up?",2
민원인께서 홍성군청에 내용 전달을 원하셔서 전화를 드렸습니다,I called because the complainant wanted to convey the information to Hongseong County Office.,2
혹시 어떤 걸로 문의를 하셨죠,What was the inquiry you were asking about?,2
홍성군 #@주소# 시작점에 있는 횡당보도 아시나요,Hongseong-gun #@Address# Do you know the crosswalk at the starting point?,2
네 어떤 문의인가요,"Yes, what is your inquiry?",2
횡단보도에 빗물받이 커버가 녹슬고 부식되었다고 합니다,The rain gutter cover on the crosswalk is said to be rusted and corroded.,2
잠시만요 그 부분은 제 담당이 아니라서 바로 안내는 어렵습니다,"Wait a minute. That part is not my responsibility, so I can't give you immediate guidance.",2
이건 도로팀 업무여서 담당자 전화번호를 알려드려도 될까요,"This is a road team matter, so can I give you the contact number?",2
네 담당자 성함 먼저 알려주세요,"Yes, please tell me the name of the person in charge first.",2
담당자 성함은 #@소속# #@이름#입니다,The person in charge's name is #@Affiliation# #@Name#,2
네 담당자 연락처는 어떻게 되나요,How do I contact your contact person?,2
해당 담당자 연락처는 #@전번#입니다,The contact information for the person in charge is #@phone number#,2
문의할 사항이 더 있으신가요,Do you have any further questions?,2
아니요 확인 감사합니다 민원인에게 전달하도록 하겠습니다,"No, thank you for your confirmation. I will pass it on to the complainant.",2
반갑습니다 #@소속# 콜센터 #@이름#입니다 무엇을 도와드릴까요,"Hello, this is #@Affiliation# Call Center #@Name# How may I help you?",2
도청 내에서 요가 프로그램이 있다고 들었어요,I heard there is a yoga program in the wiretapping department.,2
혹시 평생교육원 프로그램 문의이십니까,Are you inquiring about the lifelong education program?,2
네 평생교육원 프로그램 문의입니다,"Yes, this is an inquiry about the lifelong education program.",2
네 제가 확인 후 안내해 드리겠습니다 잠시만 기다려주시겠습니까,"Yes, I will check and let you know. Could you please wait a moment?",2
네 기다리고 있겠습니다,"Yes, I will wait.",2
네 선생님 오래 기다리게 해 드려 죄송합니다,"Yes, teacher, I'm sorry for keeping you waiting for so long.",2
현재 이학기는 모두 마감이 된 것으로 확인됩니다,It has been confirmed that all classes for this semester are now closed.,2
벌써 마감이 됐습니까,Is it already closed?,2
네 현재 이 학기는 모두 마감이 된 것으로 확인됩니다,"Yes, it is confirmed that this semester is now closed.",2
그럼 다음은 언제 신청인가요,So when is the next application?,2
현재 수강 기간은 제가 확인 후 안내해 드리겠습니다,I will check the current course period and inform you.,2
선생님 오래 기다리게 해 드려 죄송합니다,"Teacher, I'm sorry for keeping you waiting for so long.",2
확인해 보니 십이 월 십일 일까지 십오 주 과정으로 이루어집니다,I checked and it will be a fifteen week course until December 11th.,2
신청기간은 어떻게 되나요,What is the application period?,2
현재 내년에 신청을 하셔야 합니다,You must apply now for next year,2
감사합니다 #@소속#입니다 무엇을 도와드릴까요,Thank you #@Affiliation# How may I help you?,2
안녕하세요 #@소속#콜센터 #@이름#입니다,"Hello, this is #@Affiliation#Call Center #@Name#",2
홍성군 횡단보도 빗물받이 부식이 되었다고 하는대요,They say that the rainwater drain at the crosswalk in Hongseong-gun is corroded.,2
혹시 담당자 분 연결 가능할까요,Could you please connect me with the person in charge?,2
어디 횡단보도 말씀하시는 거죠,Which crosswalk are you talking about?,2
홍성군 #@주소# 시작점에 횡단보도라고 합니다,Hongseong-gun #@Address# There is a crosswalk at the starting point.,2
도로 옆에 있는 횡단보도인가요,Is this a crosswalk next to the road?,2
네 도로 옆에 횡단보도 맞습니다,"Yes, there is a crosswalk next to the road.",2
제가 어떤 구조물인지 정확히 알아야 돼서요,I need to know exactly what kind of structure I am.,2
